t,sin,cos
0,0,1
0.01,0.009999833334166664,0.9999500004166653
0.02,0.01999866669333308,0.9998000066665778
0.03,0.02999550020249566,0.9995500337489875
0.04,0.03998933418663416,0.9992001066609779
0.05,0.04997916927067833,0.9987502603949663
0.060000000000000005,0.0599640064794446,0.9982005399352042
0.07,0.06994284733753277,0.9975510002532796
0.08,0.0799146939691727,0.9968017063026194
0.09,0.08987854919801104,0.9959527330119943
0.09999999999999999,0.09983341664682814,0.9950041652780258
0.10999999999999999,0.1097783008371748,0.9939560979566968
0.11999999999999998,0.11971220728891935,0.9928086358538663
0.12999999999999998,0.12963414261969483,0.9915618937147881
0.13999999999999999,0.13954311464423647,0.9902159962126372
0.15,0.14943813247359922,0.9887710779360422
0.16,0.15931820661424598,0.9872272833756269
0.17,0.16918234906699603,0.9855847669095608
0.18000000000000002,0.1790295734258242,0.9838436927881214
0.19000000000000003,0.1888588949765006,0.9820042351172703
0.20000000000000004,0.19866933079506124,0.9800665778412416
0.21000000000000005,0.2084598998460996,0.9780309147241483
0.22000000000000006,0.21822962308086938,0.9758974493306055
0.23000000000000007,0.22797752353518846,0.9736663950053748
0.24000000000000007,0.23770262642713466,0.9713379748520296
0.25000000000000006,0.247403959254523,0.9689124217106447
0.26000000000000006,0.2570805518921552,0.9663899781345132
0.2700000000000001,0.2667314366888312,0.9637708963658905
0.2800000000000001,0.2763556485641138,0.9610554383107709
0.2900000000000001,0.28595222510483564,0.9582438755126972
0.3000000000000001,0.29552020666133966,0.955336489125606
0.3100000000000001,0.3050586364434436,0.9523335698857134
0.3200000000000001,0.3145665606161179,0.9492354180824408
0.3300000000000001,0.3240430283948685,0.9460423435283869
0.34000000000000014,0.3334870921408145,0.9427546655283462
0.35000000000000014,0.3428978074554515,0.9393727128473789
0.36000000000000015,0.3522742332750901,0.9358968236779348
0.37000000000000016,0.36161543196496215,0.9323273456060344
0.38000000000000017,0.37092046941298285,0.9286646355765101
0.3900000000000002,0.3801884151231616,0.924909059857313
0.4000000000000002,0.3894183423086507,0.921060994002885
0.4100000000000002,0.39860932798442306,0.917120822816605
0.4200000000000002,0.40776045305957037,0.9130889403123081
0.4300000000000002,0.416870802429211,0.9089657496748851
0.4400000000000002,0.42593946506599983,0.9047516632199634
0.45000000000000023,0.4349655341112304,0.9004471023526768
0.46000000000000024,0.44394810696552,0.8960524975255252
0.47000000000000025,0.4528862853790685,0.8915682881953289
0.48000000000000026,0.4617791755414831,0.886994922779284
0.49000000000000027,0.4706258881711583,0.8823328586101213
0.5000000000000002,0.47942553860420317,0.8775825618903726
0.5100000000000002,0.4881772468829077,0.8727445076457512
0.5200000000000002,0.4968801378437369,0.8678191796776498
0.5300000000000002,0.5055333412048472,0.8628070705147609
0.5400000000000003,0.5141359916531133,0.8577086813638239
0.5500000000000003,0.5226872289306594,0.8525245220595056
0.5600000000000003,0.5311861979208836,0.847255111013416
0.5700000000000003,0.5396320487339695,0.8419009751622686
0.5800000000000003,0.5480239367918738,0.8364626499151868
0.5900000000000003,0.556361022912784,0.8309406791001633
0.6000000000000003,0.5646424733950356,0.8253356149096781
0.6100000000000003,0.5728674601004815,0.8196480178454794
0.6200000000000003,0.5810351605373053,0.8138784566625338
0.6300000000000003,0.5891447579422697,0.8080275083121516
0.6400000000000003,0.5971954413623923,0.8020957578842924
